web-scraper-order,web-scraper-start-url,category_link,category_link-href,product_link,product_link-href,name,price,description,brand,image_url-src
"1769173015-28","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire 2 Compartiements - Rouge","https://www.mytek.tn/sac-a-dos-scolaire-2-compartiements-rouge.html","Sac à Dos Scolaire 2 Compartiements - Rouge","29,000 DT  49,000 DT -20DT","Sac à Dos Scolaire - 2 x Compartiment - Fermetures à glissière standard - Bretelles renforcées, matelassés et ajustable  - Sangle de poitrine doit toujours attacher pour aider à la répartition du poids - Des éléments réfléchissants qui assurent la sécurité de l'enfant sur la route le soir - Couleur: Rouge.","Sans-Fabricant",""
"1769173017-29","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Trousse Scolaire MAPED Harry Potter - Bleu","https://www.mytek.tn/trousse-scolaire-maped-harry-potter-bleu.html","Trousse Scolaire MAPED Harry Potter - Bleu","25,900 DT  40,900 DT -15DT","Trousse Scolaire MAPED Harry Potter - Sexe: Garçon - Composition Et Matières: Tissu néoprène anti-déchirure : ultra résistant aux chocs, tout en offrant une texture douce et agréable au toucher - Parfait pour ranger stylos, crayons, gomme et autres petits accessoires scolaires - Supporte les manipulations répétées et les aléas de la vie scolaire grâce à sa conception durable - Fermeture zippée métallique : robuste et facile à utiliser, idéale pour les enfants - Couleur: Bleu","MAPED","https://www.mytek.tn/media/catalog/product/t/r/trousse-scolaire-maped-harry-potter---bleu-1_-_copie.jpg"
"1769173019-30","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Trousse Scolaire MAPED Cosmic Kids - Rose","https://www.mytek.tn/trousse-scolaire-maped-cosmic-kids-rose.html","Trousse Scolaire MAPED Cosmic Kids - Rose","25,000 DT  38,900 DT -13.9DT","Trousse Scolaire MAPED Cosmic Kids - Sexe: Fille - Composition Et Matières: Tissu en néoprène anti-déchirure, doux au toucher et résistant aux chocs - Zip métallique solide et facile à manipuler - Format pratique et compact, parfait pour les stylos et accessoires scolaires - Parfaite pour l’école : supporte facilement les manipulations quotidiennes des enfants  - Couleur: Rose","MAPED","https://www.mytek.tn/media/catalog/product/t/r/trousse-scolaire-maped-cosmic-kids---rose-1.jpg"
"1769173021-31","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Trousse Scolaire Tube Vide MAPED Nightfall Teens - Assortis","https://www.mytek.tn/trousse-scolaire-tube-vide-maped-nightfall-teens-assortis.html","Trousse Scolaire Tube Vide MAPED Nightfall Teens - Assortis","18,000 DT  24,900 DT -6.9DT","Trousse Scolaire Tube Vide MAPED Nightfall Teens - Sexe: Unisex - Longueur : 21 cm - Matières: Tissu néoprène anti-déchirure, reconnu pour sa résistance aux chocs et sa douceur au toucher - Zip métallique robuste, conçu pour une utilisation intensive et durable - Taille parfaite pour accueillir tous les indispensables scolaires des collégiens et lycéens - Couleur: Assortis","MAPED","https://www.mytek.tn/media/catalog/product/t/r/trousse_scolaire_tube_vide_maped_nightfall_teens_-_assortis-1.jpg"
"1769173023-32","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire avec Trousse - Gris","https://www.mytek.tn/sac-a-dos-scolaire-best-boy-avec-trousse-gris.html","Sac à Dos Scolaire avec Trousse - Gris","16,900 DT  29,000 DT -12.1DT","Sac à Dos Scolaire avec Trousse - Sexe: Unisexe - Nombre de poches: 2 - Très pratique pour les ados - Bretelles confortables et ajustables - Design tendance et décontracté - Taille idéal pour les matériels scolaires - Permet de voyager tout en confort et style - Couleur: Gris","Sans-Fabricant",""
"1769173025-33","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos Scolaire avec Trousse - Noir","https://www.mytek.tn/sac-a-dos-scolaire-best-boy-avec-trousse-noir.html","Sac à Dos Scolaire avec Trousse - Noir","16,900 DT  29,000 DT -12.1DT","Sac à Dos Scolaire avec Trousse - Sexe: Unisexe - Nombre de poches: 2 - Très pratique pour les ados - Bretelles confortables et ajustables - Design tendance et décontracté - Taille idéal pour les matériels scolaires - Permet de voyager tout en confort et style -- Couleur: Noir","Sans-Fabricant","https://www.mytek.tn/media/catalog/product/s/a/sac-ados-noir_2.jpg"
"1769173028-34","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Trousse BRONS brodée double zip - Bleu Marine","https://www.mytek.tn/trousse-brons-brodee-double-zip-bleu-marine.html","Trousse BRONS brodée double zip - Bleu Marine","16,000 DT  29,900 DT -13.9DT","Trousse BRONS - Matériau : Tissu durable - Design: brodée - Dimensions : Compacte, idéale pour un usage quotidien - Fermeture : double zip - Utilisation : Parfaite pour l'école, le bureau ou les loisirs - Couleur: Bleu Marine .","BRONS",""
"1769173030-35","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Trousse BRONS Avec Motif Croix Bouclée Double Zip - Noir","https://www.mytek.tn/trousse-brons-avec-motif-croix-bouclee-double-zip-noir.html","Trousse BRONS Avec Motif Croix Bouclée Double Zip - Noir","16,000 DT  26,900 DT -10.9DT","Trousse BRONS - Matériau : Tissu durable - Design : avec motif croix bouclée - Dimensions : Compacte, idéale pour un usage quotidien - Fermeture : double zip - Utilisation : Parfaite pour l'école, le bureau ou les loisirs - Couleur: Noir.","BRONS",""
"1769173032-36","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Trousse BRONS brodée double zip pratique - Rouge","https://www.mytek.tn/trousse-brons-brodee-double-zip-rouge.html","Trousse BRONS brodée double zip pratique - Rouge","16,000 DT  29,900 DT -13.9DT","Trousse BRONS - Matériau : Tissu durable - Design: brodée - Dimensions : Compacte, idéale pour un usage quotidien - Fermeture : double zip - Utilisation : Parfaite pour l'école, le bureau ou les loisirs - Couleur: Rouge.","BRONS",""
"1769173034-37","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Trousse BRONS brodée double zip - Vert","https://www.mytek.tn/trousse-brons-brodee-double-zip-vert.html","Trousse BRONS brodée double zip - Vert","16,000 DT  29,900 DT -13.9DT","Trousse BRONS - Matériau : Tissu durable - Design: brodée - Dimensions : Compacte, idéale pour un usage quotidien - Fermeture : Double zip - Utilisation : Parfaite pour l'école, le bureau ou les loisirs - Couleur: Vert.","BRONS",""
"1769173036-38","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Trousse BRONS brodée double zip - Noir","https://www.mytek.tn/trousse-brons-brodee-double-zip-noir.html","Trousse BRONS brodée double zip - Noir","16,000 DT  29,900 DT -13.9DT","Trousse BRONS - Matériau : Tissu durable - Design :brodée - Dimensions : Compacte, idéale pour un usage quotidien - Fermeture : double zip - Utilisation : Parfaite pour l'école, le bureau ou les loisirs - Couleur : Noir.","BRONS",""
"1769173038-39","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos École Primaire N3 - Bleu Foncé","https://www.mytek.tn/sac-a-dos-ecole-primaire-n3-bleu-fonce.html","Sac à Dos École Primaire N3 - Bleu Foncé","15,500 DT  59,000 DT -43.5DT","Sac à Dos École Primaire N3 - Compartiments: 2 Compartiments spacieux pour une organisation simple et efficace - Idéal pour une utilisation quotidienne par les enfants - Offre un excellent confort et un rangement pratique - Couleur: Bleu Foncé","Sans-Fabricant",""
"1769173040-40","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Trousse Capitonnée BRONS double zip - Bleu","https://www.mytek.tn/trousse-capitonnee-brons-double-zip-bleu.html","Trousse Capitonnée BRONS double zip - Bleu","15,500 DT  25,900 DT -10.4DT","Trousse BRONS - Matériau : Tissu durable - Design: Capitonnée - Dimensions : Compacte, idéale pour un usage quotidien - Fermeture : double zip - Utilisation : Parfaite pour l'école, le bureau ou les loisirs - Couleur: Bleu .","BRONS",""
"1769173042-41","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Dos École Primaire avec trousse N2 - Bleu Foncé","https://www.mytek.tn/sac-a-dos-ecole-primaire-avec-trousse-n2-bleu-fonce.html","Sac à Dos École Primaire avec trousse N2 - Bleu Foncé","14,900 DT","Sac à Dos École Primaire avec trousse N2 - Compartiments: 2 Compartiments offre une organisation facile - Idéal pour l’usage quotidien des enfants - Confort optimal et rangement pratique - Couleur: Bleu Foncé","Sans-Fabricant",""
"1769173045-42","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Gouter Isotherme Pour Enfant - Rose","https://www.mytek.tn/sac-a-gouter-isotherme-pour-enfant-rose.html","Sac à Gouter Isotherme Pour Enfant - Rose","11,900 DT  25,000 DT -13.1DT","Sac à Gouter isotherme Pour Enfant - Avec Motif De Dessin Animé - Il garde les aliments frais pendant des heures - La taille parfaite pour les salades et les sandwichs - Se nettoie facilement - Poignées à prise rapide pour un transport facile -  Grosse double fermeture - Dimensions: 25 x 17 x 22 cm  - Couleur: Rose.","Sans-Fabricant",""
"1769173047-43","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Gouter Isotherme Pour Enfant - Bleu Marine","https://www.mytek.tn/sac-a-gouter-isotherme-pour-enfant-bleu-marine.html","Sac à Gouter Isotherme Pour Enfant - Bleu Marine","11,900 DT  25,000 DT -13.1DT","Sac à Gouter isotherme Pour Enfant - Avec Motif De Dessin Animé - Il garde les aliments frais pendant des heures - La taille parfaite pour les salades et les sandwichs - Se nettoie facilement - Poignées à prise rapide pour un transport facile -  Grosse double fermeture - Dimensions: 25 x 17 x 22 cm  - Couleur: Bleu Marine.","Sans-Fabricant",""
"1769173049-44","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Gouter Isotherme Pour Enfant - Bleu Ciel","https://www.mytek.tn/sac-a-gouter-isotherme-pour-enfant-bleu-ciel.html","Sac à Gouter Isotherme Pour Enfant - Bleu Ciel","11,900 DT  25,000 DT -13.1DT","Sac à Gouter isotherme Pour Enfant - Avec Motif De Dessin Animé - Il garde les aliments frais pendant des heures -La taille parfaite pour les salades et les sandwichs - Se nettoie facilement - Poignées à prise rapide pour un transport facile -  Grosse double fermeture - Dimensions: 25 x 17 x 22 cm - Couleur: Bleu Ciel.","Sans-Fabricant",""
"1769173051-45","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Gouter Isotherme Pour Enfant - Gris","https://www.mytek.tn/sac-a-gouter-isotherme-pour-enfant-gris.html","Sac à Gouter Isotherme Pour Enfant - Gris","11,900 DT  25,000 DT -13.1DT","Sac à Gouter isotherme Pour Enfant - Avec Motif De Dessin Animé - Il garde les aliments frais pendant des heures - La taille parfaite pour les salades et les sandwichs - Se nettoie facilement - Poignées à prise rapide pour un transport facile -  Grosse double fermeture - Dimensions: 25 x 17 x 22 cm  - Couleur: Gris.","Sans-Fabricant",""
"1769173053-46","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Gouter Isotherme Pour Enfant - Jaune","https://www.mytek.tn/sac-a-gouter-isotherme-pour-enfant-jaune.html","Sac à Gouter Isotherme Pour Enfant - Jaune","11,900 DT  25,000 DT -13.1DT","Sac à Gouter isotherme Pour Enfant - Avec Motif De Dessin Animé - Il garde les aliments frais pendant des heures -La taille parfaite pour les salades et les sandwichs - Se nettoie facilement - Poignées à prise rapide pour un transport facile -  Grosse double fermeture - Dimensions: 25 x 17 x 22 cm  - Couleur: Jaune.","Sans-Fabricant",""
"1769173055-47","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Goûter SPIDERMAN 030 - Bleu","https://www.mytek.tn/sac-a-gouter-spiderman-030-bleu.html","Sac à Goûter SPIDERMAN 030 - Bleu","9,900 DT","Sac à Goûter SPIDERMAN 030- Conception robuste et légère - Finition très soignée - Fermeture à glissière - Contient un grande poche centrale - Matériau: Polyester - convient idéalement aux Garçon de la maternelle à l entrée au primaire - Couleur: Bleu","Sans-Fabricant",""
"1769173057-48","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Goûter ISOTHERME PA08 - Noir&Rouge","https://www.mytek.tn/sac-a-gouter-isotherme-pa08-noir-rouge.html","Sac à Goûter ISOTHERME PA08 - Noir&Rouge","9,900 DT  26,500 DT -16.6DT","Sac à Goûter ISOTHERME PA08 - Sexe: Fille - Design tendance - Sac Isotherme déjeuner pour enfant en tissu résistant - Fermeture à glissière - Contient un grande poche centrale - Couleur: Noir & Rouge","Sans-Fabricant",""
"1769173059-49","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Gouter Isotherme 5.2 Litres - Rose Fushia","https://www.mytek.tn/sac-a-gouter-isotherme-5-2-litres-rose-fushia.html","Sac à Gouter Isotherme 5.2 Litres - Rose Fushia","5,900 DT","Sac à Gouter isotherme - Capacité: 5.2 Litres - Il garde les aliments frais pendant des heures -La taille parfaite pour les salades et les sandwichs - Se nettoie facilement et est un incontournable pour le travail, les loisirs et l'école - Poignées à prise rapide pour un transport facile -  Grosse double fermeture - Dimensions: 16 x 16 x 24 cm - Couleur: Rose Fushia.","Sans-Fabricant",""
"1769173062-50","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Gouter Isotherme 5.2 Litres - Bleu Roi","https://www.mytek.tn/sac-a-gouter-isotherme-5-2-litres-bleu-roi.html","Sac à Gouter Isotherme 5.2 Litres - Bleu Roi","5,900 DT","Sac à Gouter isotherme - Capacité: 5.2 Litres - Il garde les aliments frais pendant des heures -La taille parfaite pour les salades et les sandwichs - Se nettoie facilement et est un incontournable pour le travail, les loisirs et l'école - Poignées à prise rapide pour un transport facile -  Grosse double fermeture - Dimensions: 16 x 16 x 24 cm - Couleur: Bleu Roi.","Sans-Fabricant",""
"1769173064-51","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Gouter Isotherme 5.2 Litres - Bleu Marine","https://www.mytek.tn/sac-a-gouter-isotherme-5-2-litres-bleu-marine.html","Sac à Gouter Isotherme 5.2 Litres - Bleu Marine","5,900 DT","Sac à Gouter isotherme - Capacité: 5.2 Litres - Il garde les aliments frais pendant des heures -La taille parfaite pour les salades et les sandwichs - Se nettoie facilement et est un incontournable pour le travail, les loisirs et l'école - Poignées à prise rapide pour un transport facile -  Grosse double fermeture - Dimensions: 16 x 16 x 24 cm - Couleur: Bleu Marine.","Sans-Fabricant",""
"1769173066-52","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Sacs Scolaires & Trousses","https://www.mytek.tn/informatique/sacs-scolaires-trousses.html","Sac à Gouter Isotherme 5.2 Litres - Rouge Bordeaux","https://www.mytek.tn/sac-a-gouter-isotherme-5-2-litres-rouge-bordeaux.html","Sac à Gouter Isotherme 5.2 Litres - Rouge Bordeaux","5,900 DT","Sac à Gouter isotherme - Capacité: 5.2 Litres - Il garde les aliments frais pendant des heures -La taille parfaite pour les salades et les sandwichs - Se nettoie facilement et est un incontournable pour le travail, les loisirs et l'école - Poignées à prise rapide pour un transport facile -  Grosse double fermeture - Dimensions: 16 x 16 x 24 cm - Couleur: Rouge Bordeaux.","Sans-Fabricant",""
